SNO,INSTCODE,NAME_OF_THE_INSTITUTION,TYPE,INST_REG,DIST,PLACE,COED,AFFL.,ESTD,A_REG,branch_code,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,COLLFEE
AND TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,ECE,140742,150133,140742,150133,140742,150133,140742,150133,140742,150133,140742,150133,140742,150133,140742,150133,107474,99480,45600
995,CVRT,"SIR C.V RAMAN INST OF
TECHNOLOGY SCIENCES",PVT,SVU,ATP,TADIPATRI,COED,JNTUA,2009,SVU,AIM,141111,141111,151044,151044,141111,141111,145289,145289,148112,150182,141111,141111,149673,149673,141111,141111,134576,121133,45600
996,CVRT,"SIR C.V RAMAN INST OF
TECHNOLOGY SCIENCES",PVT,SVU,ATP,TADIPATRI,COED,JNTUA,2009,SVU,CSE,97208,97208,139433,144646,148362,148362,137932,137932,138428,138428,139580,139580,149453,149453,142995,144015,148029,108156,45600
997,CVRT,"SIR C.V RAMAN INST OF
TECHNOLOGY SCIENCES",PVT,SVU,ATP,TADIPATRI,COED,JNTUA,2009,SVU,ECE,144037,144037,144962,144962,144037,148232,144667,144667,147673,147673,144037,144037,144037,144037,144037,144037,107474,134344,45600
998,CVRT,"SIR C.V RAMAN INST OF
TECHNOLOGY SCIENCES",PVT,SVU,ATP,TADIPATRI,COED,JNTUA,2009,SVU,EEE,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,106391,151745,151745,151745,151745,151745,107474,99480,45600
999,GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,GOOTY,COED,JNTUA,2001,SVU,CAI,77136,77136,115377,146623,139461,139461,105538,107422,113414,117970,118311,118311,146476,147460,104814,104814,106837,113022,45600
1000,GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,GOOTY,COED,JNTUA,2001,SVU,CIV,107029,107029,140355,140355,107029,107029,107029,107029,107029,150018,107029,107029,107029,107029,107029,137701,107474,99480,45600
1001,GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,GOOTY,COED,JNTUA,2001,SVU,CSC,103415,103415,150647,150647,147840,147840,124362,124362,130465,137781,103415,105175,135014,135014,109498,115555,116952,125514,45600
1002,GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,GOOTY,COED,JNTUA,2001,SVU,CSD,78440,78440,148239,150471,78440,98934,111516,111516,128783,129418,78440,99288,146894,146894,99437,99437,99038,83917,45600
1003,GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,GOOTY,COED,JNTUA,2001,SVU,CSE,47035,47035,119076,119354,123330,123330,65611,65611,81776,81776,47035,47035,104925,104925,70694,70694,71663,72061,45600
1004,GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,GOOTY,COED,JNTUA,2001,SVU,ECE,89243,89243,151365,151365,135328,144698,129510,129510,121748,130910,135037,135037,146697,146697,108072,111903,121565,118310,45600
1005,GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,GOOTY,COED,JNTUA,2001,SVU,EEE,119967,119967,150693,150693,142615,142615,142452,142452,148742,148742,119967,119967,149087,151150,125389,125389,148931,142089,45600
1006,GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,GOOTY,COED,JNTUA,2001,SVU,MEC,147279,147279,147279,147279,147279,148720,148781,148781,150245,150245,147279,147279,147279,147279,147279,147279,107474,99480,45600
1007,JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,SVU,ATP,ANANTAPURAMU,COED,JNTUA,1946,SVU,CHE,82194,82194,136550,147593,135406,149687,112422,141175,150333,150333,82194,82194,145809,145809,127452,127452,132519,126999,45600
1008,JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,SVU,ATP,ANANTAPURAMU,COED,JNTUA,1946,SVU,CIV,49704,49704,81382,81382,81181,81181,73067,73067,105663,109851,96387,96387,78234,99478,105259,105259,133139,89014,45600
1009,JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,SVU,ATP,ANANTAPURAMU,COED,JNTUA,1946,SVU,CSE,9187,9365,12709,15487,14505,27125,10531,11266,9187,9365,90668,90668,11521,11521,9187,9365,10041,10195,45600
1010,JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,SVU,ATP,ANANTAPURAMU,COED,JNTUA,1946,SVU,ECE,10955,10955,21936,21936,41423,41423,12443,12443,12435,12435,10955,30180,13505,13505,13633,26231,11611,9462,45600
1011,JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,SVU,ATP,ANANTAPURAMU,COED,JNTUA,1946,SVU,EEE,21035,21035,57677,57677,45689,45689,47877,63658,35699,35983,21035,21035,31653,32349,22309,40238,38923,39032,45600
1012,JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,SVU,ATP,ANANTAPURAMU,COED,JNTUA,1946,SVU,MEC,64569,72646,94668,125464,101868,144113,74019,83043,86853,86853,64569,72646,146389,146389,101448,138878,84104,149955,45600
1013,PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,CIV,133492,150101,133492,150101,149473,150101,133492,150101,133492,150101,133492,150101,149121,150101,133492,150101,145624,99480,45600
1014,PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,CSE,75448,75448,139446,145054,145499,145499,114255,118892,127816,127816,143764,143764,119279,148605,104607,104607,111169,108382,45600
1015,PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,CSG,109650,109650,140262,151595,125988,125988,136530,143326,145748,145748,109650,147187,143390,143390,113502,148544,127471,134902,45600
1016,PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,ECE,112516,120461,150538,150538,134365,143220,129432,129800,135773,147378,145081,145081,149621,149621,144415,144415,142489,130092,45600
1017,PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,EEE,132344,132344,132344,132344,132344,151702,144394,146302,147112,147112,132344,132344,132344,132344,142581,142581,107474,99480,45600
1018,PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,MEC,148275,148275,148275,148275,148275,148275,148275,148275,148275,148275,148275,148275,148275,148275,148275,148275,107474,99480,45600
1019,RIPA,"RAGHAVENDRA INST. OF PHARM.
EDUCATION",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2002,SVU,PHD,139858,139858,139858,139858,139858,139858,139858,139858,139858,139858,139858,139858,139858,139858,139858,139858,107474,99480,45600
1020,SKUASF,"SRI KRISHNADEVARAYA
UNIV.COLL.OF ENG.- SELF FINANCE",SF,SVU,ATP,ANANTAPURAMU,COED,SKU,2006,SVU,CIV,129357,134750,151737,151737,141504,141504,146720,146720,143059,143059,129357,134750,129357,134750,150792,150792,107474,99480,45600
1021,SKUASF,"SRI KRISHNADEVARAYA
UNIV.COLL.OF ENG.- SELF FINANCE",SF,SVU,ATP,ANANTAPURAMU,COED,SKU,2006,SVU,CSE,44388,44388,97721,97721,97929,121556,58386,58386,73259,89858,44388,112465,104943,104943,148523,148523,58737,52304,45600
1022,SKUASF,"SRI KRISHNADEVARAYA
UNIV.COLL.OF ENG.- SELF FINANCE",SF,SVU,ATP,ANANTAPURAMU,COED,SKU,2006,SVU,ECE,55550,55550,101400,101400,115249,115249,75991,86239,117592,128484,116949,116949,118711,118711,81066,112092,98916,90796,45600
1023,SKUASF,"SRI KRISHNADEVARAYA
UNIV.COLL.OF ENG.- SELF FINANCE",SF,SVU,ATP,ANANTAPURAMU,COED,SKU,2006,SVU,EEE,132701,132701,147482,149839,151553,151553,151739,151739,132701,132701,132701,132701,145685,145685,132701,132701,135420,148026,45600
1024,SKUASF,"SRI KRISHNADEVARAYA
UNIV.COLL.OF ENG.- SELF FINANCE",SF,SVU,ATP,ANANTAPURAMU,COED,SKU,2006,SVU,MEC,139009,139009,151727,151727,139009,139009,139009,139009,139009,139009,139009,139009,139009,139009,139009,139009,107474,99480,45600
1025,SKUPSF,"SKU COLL OF PHARMCEUTICAL
SCIENCE-SELF FINANCE",SF,SVU,ATP,ANANTAPURAMU,COED,SKU,2010,SVU,PHM,144097,144097,144097,144097,144097,144097,144097,144097,144097,144097,144097,144097,144097,144097,144097,144097,107474,99480,45600
1026,SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,CIV,144405,144405,144405,151414,144405,144405,150601,150601,150204,150204,144405,144405,149918,149918,144405,144405,133406,99480,45600
1027,SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,CSE,25712,59854,99654,99654,132211,132211,42303,59854,111324,111324,25712,103768,73473,73473,30629,59854,31168,31650,45600
1028,SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,CSM,34044,34044,137864,137864,135959,141776,77244,77244,55646,55646,84627,84627,81540,81540,46053,46053,42031,43700,45600
1029,SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,ECE,35242,35242,128855,128855,130162,130162,100262,100262,54564,54564,35242,69700,88662,90458,54598,129795,49862,49701,45600
1030,SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,EEE,94491,140079,151353,151353,133151,151561,120409,140079,125668,141406,94491,140079,142994,144892,148623,148623,129911,129917,45600
1031,SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2008,SVU,MEC,122566,122566,150302,150302,130656,133065,147765,147765,122566,122566,122566,122566,147211,147211,133414,133414,121520,99480,45600
1032,SSSE,"SANSKRITHI SCHOOL OF
ENGINEERING",PVT,SVU,ATP,PUTAPARTHI,COED,JNTUA,2015,SVU,CIV,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,106391,151745,151745,151745,151745,151745,107474,99480,45600
1033,SSSE,"SANSKRITHI SCHOOL OF
ENGINEERING",PVT,SVU,ATP,PUTAPARTHI,COED,JNTUA,2015,SVU,CSE,66362,66362,136255,136255,151766,151766,97453,97453,97949,97949,66362,117124,108517,108517,91544,91544,92928,77470,45600
1034,SSSE,"SANSKRITHI SCHOOL OF
ENGINEERING",PVT,SVU,ATP,PUTAPARTHI,COED,JNTUA,2015,SVU,ECE,84269,84269,151461,151461,84663,102861,118645,121121,107749,107749,84269,84269,130133,142114,127574,127574,106661,105349,45600
1035,SSSE,"SANSKRITHI SCHOOL OF
ENGINEERING",PVT,SVU,ATP,PUTAPARTHI,COED,JNTUA,2015,SVU,EEE,123889,123889,139131,139131,145173,145173,137067,137067,147664,147664,123889,123889,144425,144425,137386,146700,132239,136412,45600
1036,SSSE,"SANSKRITHI SCHOOL OF
ENGINEERING",PVT,SVU,ATP,PUTAPARTHI,COED,JNTUA,2015,SVU,MEC,135944,145251,135944,145251,135944,145251,135944,145251,135944,145251,135944,145251,149571,149571,135944,145251,107474,99480,45600
1037,SVIT,"SRI VENKATESWARA INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2009,SVU,CIV,95274,95274,95274,95274,95274,95274,95274,95274,95274,95274,95274,95274,95274,95274,95274,95274,107474,99480,45600
1038,SVIT,"SRI VENKATESWARA INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2009,SVU,CSD,119601,131411,151687,151687,149786,149786,147367,147367,150850,150850,126689,131411,143874,143874,150973,150973,107474,133510,45600
1039,SVIT,"SRI VENKATESWARA INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2009,SVU,CSE,84431,88335,146925,146925,148089,148089,121549,129621,144752,144752,84431,104657,145645,148726,109478,135464,130221,145158,45600
1040,SVIT,"SRI VENKATESWARA INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2009,SVU,CSM,116556,116556,149351,149351,145930,145930,145492,147266,149124,149811,116556,116556,148804,148804,149256,149256,149325,144894,45600
1041,SVIT,"SRI VENKATESWARA INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2009,SVU,ECE,126734,126734,145030,145030,126734,143166,140985,144480,150157,150157,126734,126734,135160,135160,149446,149446,145327,99480,45600
1042,SVIT,"SRI VENKATESWARA INST OF
TECHNOLOGY",PVT,SVU,ATP,ANANTAPURAMU,COED,JNTUA,2009,SVU,EEE,134977,134977,134977,134977,150162,150162,134977,134977,134977,134977,134977,134977,134977,134977,134977,134977,107474,99480,45600
1043,TECH,TADIPATRI ENGG COLLEGE,PVT,SVU,ATP,TADIPATRI,COED,JNTUA,2010,SVU,CSD,130964,130964,151198,151198,130964,130964,130964,130964,130964,144046,130964,130964,130964,130964,130964,130964,146975,99480,45600
1044,TECH,TADIPATRI ENGG COLLEGE,PVT,SVU,ATP,TADIPATRI,COED,JNTUA,2010,SVU,CSE,116402,116402,151575,151575,151567,151763,151705,151705,151775,151775,145590,145590,145164,151685,117582,141123,147012,145014,45600
1045,TECH,TADIPATRI ENGG COLLEGE,PVT,SVU,ATP,TADIPATRI,COED,JNTUA,2010,SVU,ECE,112896,112896,150666,150666,143301,143301,137330,137330,148976,148976,112896,112896,140872,148608,149462,149462,150134,149994,45600
1046,TECH,TADIPATRI ENGG COLLEGE,PVT,SVU,ATP,TADIPATRI,COED,JNTUA,2010,SVU,EEE,125740,125740,151494,151494,125740,125740,125740,125740,125740,125740,125740,125740,125740,125740,125740,125740,107474,99480,45600
1047,ACEM,ADITYA COLLEGE OF ENGINEERING,PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,2009,SVU,AID,73640,73640,89708,89708,91115,91115,92801,115426,136742,136742,73640,73640,148846,148846,120036,120036,89713,85886,45600
1048,ACEM,ADITYA COLLEGE OF ENGINEERING,PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,2009,SVU,CAI,70570,70570,139416,139416,85237,85237,100820,105378,94348,128078,97859,97859,114806,130906,128567,128567,91648,78983,45600
1049,ACEM,ADITYA COLLEGE OF ENGINEERING,PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,2009,SVU,CSE,50694,61972,139979,150372,65886,126596,89849,89849,101604,134205,100365,100365,124219,124219,86202,86202,75878,64578,45600
1050,ACEM,ADITYA COLLEGE OF ENGINEERING,PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,2009,SVU,ECE,96836,96836,111604,115506,116173,116652,127293,128082,143587,147759,96836,96836,146817,147504,123390,123390,105882,122435,45600
1051,ACEM,ADITYA COLLEGE OF ENGINEERING,PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,2009,SVU,EEE,123881,123881,133450,135134,147467,147467,146565,146565,149548,149548,123881,123881,123881,123881,141947,145174,125474,146675,45600
1052,AITT,"ANNAMACHARYA INST OF
TECHNOLOGYAND SCIENCES",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2007,SVU,AID,54338,59135,150553,150553,151021,151021,79495,79495,91795,91795,54338,59135,98714,128541,114389,114389,58300,67129,45600
1053,AITT,"ANNAMACHARYA INST OF
TECHNOLOGYAND SCIENCES",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2007,SVU,AIM,63272,94814,138477,148172,66653,94814,110062,110062,96854,96854,91407,94814,147822,147822,92036,122533,64201,65348,45600
1054,AITT,"ANNAMACHARYA INST OF
TECHNOLOGYAND SCIENCES",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2007,SVU,CIC,66421,66421,149668,149668,66421,67561,90879,90879,124869,124869,66421,66421,136782,136782,99780,99780,68663,74144,45600
1055,AITT,"ANNAMACHARYA INST OF
TECHNOLOGYAND SCIENCES",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2007,SVU,CIV,115023,115023,133141,145434,115023,115023,115023,115023,115023,115023,115023,115023,115023,115023,115023,115023,107474,99480,45600
1056,AITT,"ANNAMACHARYA INST OF
TECHNOLOGYAND SCIENCES",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2007,SVU,CSD,50052,50052,132174,139999,129983,136988,60998,61224,69627,73726,50052,50052,81031,81031,50052,62995,53103,52113,45600
1057,AITT,"ANNAMACHARYA INST OF
TECHNOLOGYAND SCIENCES",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2007,SVU,CSE,92922,92922,115031,126035,151505,151505,92922,92922,92922,92922,92922,92922,147749,147749,92922,92922,46226,46665,45600
1058,AITT,"ANNAMACHARYA INST OF
TECHNOLOGYAND SCIENCES",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2007,SVU,ECE,54804,120926,150671,151244,150581,150581,77811,120926,98931,120926,54804,120926,125216,125216,114545,121426,74460,61585,45600
1059,AITT,"ANNAMACHARYA INST OF
TECHNOLOGYAND SCIENCES",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2007,SVU,EEE,133896,142065,144310,150024,146283,146283,138720,142065,133896,142065,133896,151070,149037,149037,133896,142065,149418,99480,45600
1060,AITT,"ANNAMACHARYA INST OF
TECHNOLOGYAND SCIENCES",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2007,SVU,MEC,147748,147748,147748,147748,147748,147748,147748,147748,147748,147748,147748,147748,147748,147748,147748,147748,107474,99480,45600
1061,CHDL,"CHADALAWADA RAMANAMMA
ENGG. COLLEGE",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2004,SVU,CAI,92198,92198,122196,123842,95389,112886,146307,146307,124886,124886,136168,136168,145862,145862,135346,135346,109750,118362,45600
1062,CHDL,"CHADALAWADA RAMANAMMA
ENGG. COLLEGE",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2004,SVU,CSE,67912,67912,145635,149297,131334,150505,90634,100931,120721,135115,67912,67912,114284,131009,98709,98709,82805,96243,45600
1063,CHDL,"CHADALAWADA RAMANAMMA
ENGG. COLLEGE",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2004,SVU,CSM,102364,102364,144613,145447,147619,147619,149049,149049,151195,151195,102364,102364,149946,150458,140561,146059,134594,135626,45600
1064,CHDL,"CHADALAWADA RAMANAMMA
ENGG. COLLEGE",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2004,SVU,ECE,148155,148155,148155,148334,148155,148486,148155,149127,148155,150417,148155,148155,149763,149763,148155,148155,143486,145523,45600
1065,CHDL,"CHADALAWADA RAMANAMMA
ENGG. COLLEGE",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2004,SVU,EEE,145420,145420,145420,145420,145420,145420,145420,145420,145420,145420,145420,145420,145420,145420,145420,145420,107474,99480,45600
1066,GVIC,"GOLDEN VALLEY INTEGRATED
CAMPUS",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,2009,SVU,CSE,131637,131637,131637,133327,132183,132183,144532,144532,149690,149690,131637,131637,146666,146666,131637,143857,137432,99480,45600
1067,GVIC,"GOLDEN VALLEY INTEGRATED
CAMPUS",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,2009,SVU,ECE,143886,143886,143886,143886,143886,143886,143886,143886,143886,143886,143886,143886,143886,143886,143886,143886,107474,99480,45600
1068,JNTC,"JNTUA COLLEGE OF ENGINEERING.
KALIKIRI",UNIV,SVU,CTR,KALIKIRI,COED,JNTUA,2013,SVU,CIV,88991,88991,139075,139075,151582,151582,131753,131753,136556,150160,133734,133734,150027,150027,151167,151167,124236,132521,45600
1069,JNTC,"JNTUA COLLEGE OF ENGINEERING.
KALIKIRI",UNIV,SVU,CTR,KALIKIRI,COED,JNTUA,2013,SVU,CSE,14884,14884,40956,44531,29102,66480,24308,24308,26165,26165,14884,14884,17721,20773,25427,25427,17393,15719,45600
1070,JNTC,"JNTUA COLLEGE OF ENGINEERING.
KALIKIRI",UNIV,SVU,CTR,KALIKIRI,COED,JNTUA,2013,SVU,ECE,24111,24111,47408,68796,90662,90662,34644,35286,35877,46399,88918,88918,38528,38528,36337,36337,21895,20370,45600
1071,JNTC,"JNTUA COLLEGE OF ENGINEERING.
KALIKIRI",UNIV,SVU,CTR,KALIKIRI,COED,JNTUA,2013,SVU,EEE,38552,50546,109101,130901,119112,119112,112431,112431,135786,135786,38552,50546,113080,132160,132901,132901,103547,150212,45600
1072,JNTC,"JNTUA COLLEGE OF ENGINEERING.
KALIKIRI",UNIV,SVU,CTR,KALIKIRI,COED,JNTUA,2013,SVU,FDT,127307,127307,127307,143799,127307,127307,127307,127307,127307,147656,127307,127307,127307,127307,127307,127307,107474,148004,45600
1073,JNTC,"JNTUA COLLEGE OF ENGINEERING.
KALIKIRI",UNIV,SVU,CTR,KALIKIRI,COED,JNTUA,2013,SVU,MEC,96718,110093,126385,141422,149536,151767,108083,148312,149057,149569,96718,110093,150702,150702,96718,133155,131652,99480,45600
1074,KMMT,"KMM INST OF TECHNOLOGY AND
SCIENCE",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2008,SVU,CAI,135826,135826,143577,143577,135826,135826,135826,135826,135826,135826,135826,135826,135826,135826,135826,135826,90046,99480,45600
1075,KMMT,"KMM INST OF TECHNOLOGY AND
SCIENCE",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2008,SVU,CSD,150314,150314,150314,150314,150314,150314,150314,150314,150314,150314,150314,150314,150314,150314,150314,150314,107474,99480,45600
1076,KMMT,"KMM INST OF TECHNOLOGY AND
SCIENCE",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2008,SVU,CSE,113267,113267,151290,151290,149446,149446,128927,148792,150781,150781,145012,145012,143129,143797,149389,149389,135860,127868,45600
1077,KMMT,"KMM INST OF TECHNOLOGY AND
SCIENCE",PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2008,SVU,ECE,132976,132976,132976,132976,132976,132976,151076,151076,132976,147491,132976,132976,132976,150225,132976,132976,125510,120384,45600
1078,KTPT,KRISHNA TEJA PHARMACY COLLEGE,PVT,SVU,CTR,TIRUPATHI,COED,JNTUA,2006,SVU,PHD,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,106391,151745,151745,151745,151745,151745,107474,99480,45600
1079,KUPM,KUPPAM ENGINEERING COLLEGE,PVT,SVU,CTR,KUPPAM,COED,JNTUA,2001,SVU,CIV,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,106391,151745,151745,151745,151745,151745,107474,99480,45600
1080,KUPM,KUPPAM ENGINEERING COLLEGE,PVT,SVU,CTR,KUPPAM,COED,JNTUA,2001,SVU,CSD,105830,145027,105830,145027,150124,150124,136649,146384,144263,149413,105830,145027,150828,150828,105830,145027,149969,136956,45600
1081,KUPM,KUPPAM ENGINEERING COLLEGE,PVT,SVU,CTR,KUPPAM,COED,JNTUA,2001,SVU,CSE,74734,74734,151476,151476,131127,135494,124693,124693,110389,126560,74734,100230,113169,114118,136024,136024,101203,144021,45600
1082,KUPM,KUPPAM ENGINEERING COLLEGE,PVT,SVU,CTR,KUPPAM,COED,JNTUA,2001,SVU,CSM,114650,114650,139356,149155,146226,150526,132783,142868,145925,150791,114650,114650,149474,149474,117602,117602,147303,132958,45600
1083,KUPM,KUPPAM ENGINEERING COLLEGE,PVT,SVU,CTR,KUPPAM,COED,JNTUA,2001,SVU,ECE,106312,106312,140555,147570,106312,134439,143974,146909,135464,149128,106312,106312,149363,149363,106312,106312,126377,125021,45600
1084,KUPM,KUPPAM ENGINEERING COLLEGE,PVT,SVU,CTR,KUPPAM,COED,JNTUA,2001,SVU,EEE,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,106391,151745,151745,151745,151745,151745,107474,99480,45600
1085,KUPM,KUPPAM ENGINEERING COLLEGE,PVT,SVU,CTR,KUPPAM,COED,JNTUA,2001,SVU,MEC,143704,143704,143704,143704,143704,143704,143704,143704,143704,143704,143704,143704,143704,143704,143704,143704,107474,99480,45600
1086,MITS,"MADANAPALLY INSTITUTE OF
TECHNOLOGY AND SCI",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,1998,SVU,CAI,21862,21862,103375,103375,133032,133032,34121,34121,30849,33519,51693,87593,39191,39191,41942,52922,27581,27807,45600
1087,MITS,"MADANAPALLY INSTITUTE OF
TECHNOLOGY AND SCI",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,1998,SVU,CIV,107682,125121,150907,150907,135039,142177,136104,145876,144211,144211,107682,125121,131217,146561,146009,146009,147861,101330,45600
1088,MITS,"MADANAPALLY INSTITUTE OF
TECHNOLOGY AND SCI",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,1998,SVU,CSC,27597,27597,120125,134522,144769,144769,43230,45584,43686,43686,47535,47535,46322,53347,48649,61347,29328,30836,45600
1089,MITS,"MADANAPALLY INSTITUTE OF
TECHNOLOGY AND SCI",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,1998,SVU,CSD,23350,151069,125964,151069,148592,151069,37600,151069,40034,151069,40060,151069,40362,151069,42601,151069,26403,26366,45600
1090,MITS,"MADANAPALLY INSTITUTE OF
TECHNOLOGY AND SCI",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,1998,SVU,CSE,16961,16961,59518,62405,93123,100185,25605,25605,22652,23054,34370,34370,24168,24168,44058,44058,18983,20002,45600
1091,MITS,"MADANAPALLY INSTITUTE OF
TECHNOLOGY AND SCI",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,1998,SVU,CSM,16452,18040,57857,102464,16452,111723,21514,30106,26323,38351,16452,18040,30241,31367,36588,36588,19086,23838,45600
1092,MITS,"MADANAPALLY INSTITUTE OF
TECHNOLOGY AND SCI",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,1998,SVU,CSN,37168,37168,136468,136468,37893,37893,51564,51564,58338,68265,37168,37168,63249,63249,37168,57398,39960,40068,45600
1093,MITS,"MADANAPALLY INSTITUTE OF
TECHNOLOGY AND SCI",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,1998,SVU,CST,36407,36407,144138,150793,146736,146736,55595,55595,57073,59713,36407,136785,69357,69357,54652,54652,38767,39165,45600
1094,MITS,"MADANAPALLY INSTITUTE OF
TECHNOLOGY AND SCI",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,1998,SVU,ECE,31604,33430,109297,114888,139194,151155,45316,55688,55298,55607,52076,52076,52247,78454,62949,62949,40789,42045,45600
1095,MITS,"MADANAPALLY INSTITUTE OF
TECHNOLOGY AND SCI",PVT,SVU,CTR,MADANAPALLE,COED,JNTUA,1998,SVU,EEE,53392,54157,134923,134923,139253,139253,99833,111925,103025,105292,53392,54157,137346,137346,87433,87433,68758,66727,45600
1096,MITS,"MADANAPALLY INSTITUTE OF
